"Slachtdieren";"Perioden";"Aantal slachtingen (x 1 000)"
"Schapen incl. lammeren";"2005 september";52,9
"Schapen incl. lammeren";"2005 oktober";55,3
"Schapen incl. lammeren";"2005 november";47,4
"Schapen incl. lammeren";"2005 december";43,9
"Schapen incl. lammeren";"2005";609,8
"Schapen incl. lammeren";"2006 januari";91,9
"Schapen incl. lammeren";"2006 februari";49
"Schapen incl. lammeren";"2006 maart";56,8
"Schapen incl. lammeren";"2006 april";56,9
"Schapen incl. lammeren";"2006 mei";64,3
"Schapen incl. lammeren";"2006 juni";64
"Schapen incl. lammeren";"2006 juli";48,7
"Schapen incl. lammeren";"2006 augustus";56,8
"Schapen incl. lammeren";"2006 september";57
"Schapen incl. lammeren";"2006 oktober";64,5
"Schapen incl. lammeren";"2006 november";49,8
"Schapen incl. lammeren";"2006 december";50,3
"Schapen incl. lammeren";"2006";710
"Schapen incl. lammeren";"2007 januari";98,5
"Schapen incl. lammeren";"2007 februari";53
"Schapen incl. lammeren";"2007 maart";60,6
"Schapen incl. lammeren";"2007 april";60,6
"Schapen incl. lammeren";"2007 mei";67,6
"Schapen incl. lammeren";"2007 juni";65,5
"Schapen incl. lammeren";"2007 juli";52,7
"Schapen incl. lammeren";"2007 augustus";60,7
"Schapen incl. lammeren";"2007 september";59,5
"Schapen incl. lammeren";"2007 oktober";67,7
"Schapen incl. lammeren";"2007 november";52,9
"Schapen incl. lammeren";"2007 december";53
"Schapen incl. lammeren";"2007";752,3
"Schapen incl. lammeren";"2008 januari";45,7
"Schapen incl. lammeren";"2008 februari";44
"Schapen incl. lammeren";"2008 maart";54,8
"Schapen incl. lammeren";"2008 april";53,9
"Schapen incl. lammeren";"2008 mei";52,4
"Schapen incl. lammeren";"2008 juni";56
"Schapen incl. lammeren";"2008 juli";53,8
"Schapen incl. lammeren";"2008 augustus";52,5
"Schapen incl. lammeren";"2008 september";62,5
"Schapen incl. lammeren";"2008 oktober";50,7
"Schapen incl. lammeren";"2008 november";45,3
"Schapen incl. lammeren";"2008 december";102,8
"Schapen incl. lammeren";"2008";674,4
"Schapen incl. lammeren";"2009 januari";43,8
"Schapen incl. lammeren";"2009 februari";45,2
"Schapen incl. lammeren";"2009 maart";52,2
"Schapen incl. lammeren";"2009 april";62,8
"Schapen incl. lammeren";"2009 mei";54,8
"Schapen incl. lammeren";"2009 juni";59,9
"Schapen incl. lammeren";"2009 juli";48
"Schapen incl. lammeren";"2009 augustus";58
"Schapen incl. lammeren";"2009 september";57
"Schapen incl. lammeren";"2009 oktober";48,1
"Schapen incl. lammeren";"2009 november";95,2
"Schapen incl. lammeren";"2009 december";45,9
"Schapen incl. lammeren";"2009";670,9
"Schapen incl. lammeren";"2010 januari";40,5
"Schapen incl. lammeren";"2010 februari";33,4
"Schapen incl. lammeren";"2010 maart";51,8
"Schapen incl. lammeren";"2010 april";45,8
"Schapen incl. lammeren";"2010 mei";48,2
"Schapen incl. lammeren";"2010 juni";43,6
"Schapen incl. lammeren";"2010 juli";37,3
"Schapen incl. lammeren";"2010 augustus";54,5
"Schapen incl. lammeren";"2010 september";48,4
"Schapen incl. lammeren";"2010 oktober";43,1
"Schapen incl. lammeren";"2010 november";91,4
"Schapen incl. lammeren";"2010 december";43,5
"Schapen incl. lammeren";"2010";581,5
"Schapen incl. lammeren";"2011 januari";44,8
"Schapen incl. lammeren";"2011 februari";41
"Schapen incl. lammeren";"2011 maart";46,9
"Schapen incl. lammeren";"2011 april";49,1
"Schapen incl. lammeren";"2011 mei";50,2
"Schapen incl. lammeren";"2011 juni";45,2
"Schapen incl. lammeren";"2011 juli";41,8
"Schapen incl. lammeren";"2011 augustus";48
"Schapen incl. lammeren";"2011 september";46,7
"Schapen incl. lammeren";"2011 oktober";47,3
"Schapen incl. lammeren";"2011 november";81,2
"Schapen incl. lammeren";"2011 december";43,6
"Schapen incl. lammeren";"2011";585,8
"Schapen incl. lammeren";"2012 januari";44,1
"Schapen incl. lammeren";"2012 februari";41,9
"Schapen incl. lammeren";"2012 maart";48,4
"Schapen incl. lammeren";"2012 april";50,4
"Schapen incl. lammeren";"2012 mei";53,8
"Schapen incl. lammeren";"2012 juni";43,7
"Schapen incl. lammeren";"2012 juli";46,9
"Schapen incl. lammeren";"2012 augustus";46,3
"Schapen incl. lammeren";"2012 september";40,2
"Schapen incl. lammeren";"2012 oktober";95,1
"Schapen incl. lammeren";"2012 november";32,5
"Schapen incl. lammeren";"2012 december";41,3
"Schapen incl. lammeren";"2012";584,5
"Schapen incl. lammeren";"2013 januari";34,2
"Schapen incl. lammeren";"2013 februari";32,5
"Schapen incl. lammeren";"2013 maart";42,4
"Schapen incl. lammeren";"2013 april";45,9
"Schapen incl. lammeren";"2013 mei";52,5
"Schapen incl. lammeren";"2013 juni";45,4
"Schapen incl. lammeren";"2013 juli";49,3
"Schapen incl. lammeren";"2013 augustus";40
"Schapen incl. lammeren";"2013 september";41,2
"Schapen incl. lammeren";"2013 oktober";78,6
"Schapen incl. lammeren";"2013 november";42,7
"Schapen incl. lammeren";"2013 december";45,5
"Schapen incl. lammeren";"2013";550,2
"Schapen incl. lammeren";"2014 januari";41,6
"Schapen incl. lammeren";"2014 februari";40,6
"Schapen incl. lammeren";"2014 maart";47,4
"Schapen incl. lammeren";"2014 april";50,6
"Schapen incl. lammeren";"2014 mei";45,7
"Schapen incl. lammeren";"2014 juni";47,8
"Schapen incl. lammeren";"2014 juli";39,3
"Schapen incl. lammeren";"2014 augustus";33,2
"Schapen incl. lammeren";"2014 september";41,9
"Schapen incl. lammeren";"2014 oktober";94,9
"Schapen incl. lammeren";"2014 november";31,5
"Schapen incl. lammeren";"2014 december";51
"Schapen incl. lammeren";"2014";565,4
"Schapen incl. lammeren";"2015 januari";39,5
"Schapen incl. lammeren";"2015 februari";35,3
"Schapen incl. lammeren";"2015 maart";50,3
"Schapen incl. lammeren";"2015 april";49,6
"Schapen incl. lammeren";"2015 mei";44,1
"Schapen incl. lammeren";"2015 juni";51,5
"Schapen incl. lammeren";"2015 juli";37
"Schapen incl. lammeren";"2015 augustus";37,5
"Schapen incl. lammeren";"2015 september";94
"Schapen incl. lammeren";"2015 oktober";36,1
"Schapen incl. lammeren";"2015 november";39,1
"Schapen incl. lammeren";"2015 december";45,5
"Schapen incl. lammeren";"2015";559,4
"Schapen incl. lammeren";"2016 januari";38,3
"Schapen incl. lammeren";"2016 februari";42,5
"Schapen incl. lammeren";"2016 maart";45,1
"Schapen incl. lammeren";"2016 april";41
"Schapen incl. lammeren";"2016 mei";47,2
"Schapen incl. lammeren";"2016 juni";47,1
"Schapen incl. lammeren";"2016 juli";36,5
"Schapen incl. lammeren";"2016 augustus";40,4
"Schapen incl. lammeren";"2016 september";95,1
"Schapen incl. lammeren";"2016 oktober";39,7
"Schapen incl. lammeren";"2016 november";38
"Schapen incl. lammeren";"2016 december";40,7
"Schapen incl. lammeren";"2016";551,6
"Schapen incl. lammeren";"2017 januari";40,2
"Schapen incl. lammeren";"2017 februari";36,4
"Schapen incl. lammeren";"2017 maart";40,6
"Schapen incl. lammeren";"2017 april";45,3
"Schapen incl. lammeren";"2017 mei";52,5
"Schapen incl. lammeren";"2017 juni";49,5
"Schapen incl. lammeren";"2017 juli";41
"Schapen incl. lammeren";"2017 augustus";46
"Schapen incl. lammeren";"2017 september";64,3
"Schapen incl. lammeren";"2017 oktober";40,7
"Schapen incl. lammeren";"2017 november";38,1
"Schapen incl. lammeren";"2017 december";42,3
"Schapen incl. lammeren";"2017";536,9
"Schapen incl. lammeren";"2018 januari";41,9
"Schapen incl. lammeren";"2018 februari";37,8
"Schapen incl. lammeren";"2018 maart";46,4
"Schapen incl. lammeren";"2018 april";46
"Schapen incl. lammeren";"2018 mei";47,3
"Schapen incl. lammeren";"2018 juni";35,9
"Schapen incl. lammeren";"2018 juli";39,1
"Schapen incl. lammeren";"2018 augustus";60,1
"Schapen incl. lammeren";"2018 september";36,7
"Schapen incl. lammeren";"2018 oktober";44,5
"Schapen incl. lammeren";"2018 november";37,8
"Schapen incl. lammeren";"2018 december";45,8
"Schapen incl. lammeren";"2018";519,3
"Schapen incl. lammeren";"2019 januari";39,1
"Schapen incl. lammeren";"2019 februari";37,1
"Schapen incl. lammeren";"2019 maart";35,3
"Schapen incl. lammeren";"2019 april";56
"Schapen incl. lammeren";"2019 mei";56,1
"Schapen incl. lammeren";"2019 juni";46,5
"Schapen incl. lammeren";"2019 juli";46,3
"Schapen incl. lammeren";"2019 augustus";61
"Schapen incl. lammeren";"2019 september";45,3
"Schapen incl. lammeren";"2019 oktober";46
"Schapen incl. lammeren";"2019 november";43
"Schapen incl. lammeren";"2019 december";54,8
"Schapen incl. lammeren";"2019";566,5
"Schapen incl. lammeren";"2020 januari";50,7
"Schapen incl. lammeren";"2020 februari";46,8
"Schapen incl. lammeren";"2020 maart";51,6
"Schapen incl. lammeren";"2020 april";60,9
"Schapen incl. lammeren";"2020 mei";60
"Schapen incl. lammeren";"2020 juni";58,4
"Schapen incl. lammeren";"2020 juli";93,8
"Schapen incl. lammeren";"2020 augustus";63,9
"Schapen incl. lammeren";"2020 september";51
"Schapen incl. lammeren";"2020 oktober";48,8
"Schapen incl. lammeren";"2020 november";47,2
"Schapen incl. lammeren";"2020 december";52,2
"Schapen incl. lammeren";"2020";685,3
"Schapen incl. lammeren";"2021 januari";49,3
"Schapen incl. lammeren";"2021 februari";49,3
"Schapen incl. lammeren";"2021 maart";59,5
"Schapen incl. lammeren";"2021 april";56,6
"Schapen incl. lammeren";"2021 mei";61,4
"Schapen incl. lammeren";"2021 juni";54,5
"Schapen incl. lammeren";"2021 juli";86,2
"Schapen incl. lammeren";"2021 augustus";49,5
"Schapen incl. lammeren";"2021 september";50,6
"Schapen incl. lammeren";"2021 oktober";45,6
"Schapen incl. lammeren";"2021 november";50,5
"Schapen incl. lammeren";"2021 december";59,2
"Schapen incl. lammeren";"2021";672,4
"Schapen incl. lammeren";"2022 januari*";47,4
"Schapen incl. lammeren";"2022 februari*";43,7
"Schapen incl. lammeren";"2022 maart*";54,7
"Schapen incl. lammeren";"2022 april*";58,7
"Schapen incl. lammeren";"2022 mei*";59,5
"Schapen incl. lammeren";"2022 juni*";47,5
"Schapenlammeren";"1990 januari";34,8
"Schapenlammeren";"1990 februari";32,1
"Schapenlammeren";"1990 maart";40,9
"Schapenlammeren";"1990 april";40,8
"Schapenlammeren";"1990 mei";43,9
"Schapenlammeren";"1990 juni";41,2
"Schapenlammeren";"1990 juli";53,3
"Schapenlammeren";"1990 augustus";45,4
"Schapenlammeren";"1990 september";44,8
"Schapenlammeren";"1990 oktober";52
"Schapenlammeren";"1990 november";46,9
"Schapenlammeren";"1990 december";46,4
"Schapenlammeren";"1990";522,5
"Schapenlammeren";"1991 januari";46,4
"Schapenlammeren";"1991 februari";39,3
"Schapenlammeren";"1991 maart";36,5
"Schapenlammeren";"1991 april";40,2
"Schapenlammeren";"1991 mei";48,8
"Schapenlammeren";"1991 juni";59,5
"Schapenlammeren";"1991 juli";40,4
"Schapenlammeren";"1991 augustus";44,2
"Schapenlammeren";"1991 september";49,6
"Schapenlammeren";"1991 oktober";49,6
"Schapenlammeren";"1991 november";43,3
"Schapenlammeren";"1991 december";49,4
"Schapenlammeren";"1991";547,2
"Schapenlammeren";"1992 januari";43,9
"Schapenlammeren";"1992 februari";41,9
"Schapenlammeren";"1992 maart";47,8
"Schapenlammeren";"1992 april";48,9
"Schapenlammeren";"1992 mei";45,7
"Schapenlammeren";"1992 juni";73,4
"Schapenlammeren";"1992 juli";38,8
"Schapenlammeren";"1992 augustus";40,8
"Schapenlammeren";"1992 september";48,3
"Schapenlammeren";"1992 oktober";46,7
"Schapenlammeren";"1992 november";44,6
"Schapenlammeren";"1992 december";51,5
"Schapenlammeren";"1992";572,3
"Schapenlammeren";"1993 januari";40,6
"Schapenlammeren";"1993 februari";45,5
"Schapenlammeren";"1993 maart";57,9
"Schapenlammeren";"1993 april";55,7
"Schapenlammeren";"1993 mei";65,6
"Schapenlammeren";"1993 juni";60,3
"Schapenlammeren";"1993 juli";47,7
"Schapenlammeren";"1993 augustus";50,8
"Schapenlammeren";"1993 september";52,7
"Schapenlammeren";"1993 oktober";47,3
"Schapenlammeren";"1993 november";52,9
"Schapenlammeren";"1993 december";51,5
"Schapenlammeren";"1993";628,5
"Schapenlammeren";"1994 januari";44,9
"Schapenlammeren";"1994 februari";44,6
"Schapenlammeren";"1994 maart";49,4
"Schapenlammeren";"1994 april";40,7
"Schapenlammeren";"1994 mei";77,7
"Schapenlammeren";"1994 juni";42,5
"Schapenlammeren";"1994 juli";37,4
"Schapenlammeren";"1994 augustus";48,6
"Schapenlammeren";"1994 september";46,7
"Schapenlammeren";"1994 oktober";43,6
"Schapenlammeren";"1994 november";43,5
"Schapenlammeren";"1994 december";45
"Schapenlammeren";"1994";564,6
"Schapenlammeren";"1995 januari";42,7
"Schapenlammeren";"1995 februari";38,4
"Schapenlammeren";"1995 maart";39
"Schapenlammeren";"1995 april";38,8
"Schapenlammeren";"1995 mei";72,7
"Schapenlammeren";"1995 juni";38,6
"Schapenlammeren";"1995 juli";36,5
"Schapenlammeren";"1995 augustus";44,7
"Schapenlammeren";"1995 september";40,5
"Schapenlammeren";"1995 oktober";43,7
"Schapenlammeren";"1995 november";40,7
"Schapenlammeren";"1995 december";40
"Schapenlammeren";"1995";516,3
"Schapenlammeren";"1996 januari";45,3
"Schapenlammeren";"1996 februari";38,6
"Schapenlammeren";"1996 maart";40,3
"Schapenlammeren";"1996 april";81,4
"Schapenlammeren";"1996 mei";49,5
"Schapenlammeren";"1996 juni";47,1
"Schapenlammeren";"1996 juli";47,9
"Schapenlammeren";"1996 augustus";48,7
"Schapenlammeren";"1996 september";49,6
"Schapenlammeren";"1996 oktober";49,9
"Schapenlammeren";"1996 november";39,9
"Schapenlammeren";"1996 december";44,5
"Schapenlammeren";"1996";582,7
"Schapenlammeren";"1997 januari";45,2
"Schapenlammeren";"1997 februari";35,1
"Schapenlammeren";"1997 maart";32,5
"Schapenlammeren";"1997 april";52
"Schapenlammeren";"1997 mei";40,1
"Schapenlammeren";"1997 juni";41,1
"Schapenlammeren";"1997 juli";40,1
"Schapenlammeren";"1997 augustus";38,4
"Schapenlammeren";"1997 september";42,6
"Schapenlammeren";"1997 oktober";40,3
"Schapenlammeren";"1997 november";36
"Schapenlammeren";"1997 december";48,5
"Schapenlammeren";"1997";491,9
"Schapenlammeren";"1998 januari";40,3
"Schapenlammeren";"1998 februari";34,7
"Schapenlammeren";"1998 maart";39,1
"Schapenlammeren";"1998 april";73,8
"Schapenlammeren";"1998 mei";40,2
"Schapenlammeren";"1998 juni";44,8
"Schapenlammeren";"1998 juli";38,7
"Schapenlammeren";"1998 augustus";41,2
"Schapenlammeren";"1998 september";40,6
"Schapenlammeren";"1998 oktober";42
"Schapenlammeren";"1998 november";39,7
"Schapenlammeren";"1998 december";48,5
"Schapenlammeren";"1998";523,6
"Schapenlammeren";"1999 januari";35,8
"Schapenlammeren";"1999 februari";33,7
"Schapenlammeren";"1999 maart";80,6
"Schapenlammeren";"1999 april";38,2
"Schapenlammeren";"1999 mei";41,6
"Schapenlammeren";"1999 juni";45,3
"Schapenlammeren";"1999 juli";40,5
"Schapenlammeren";"1999 augustus";41
"Schapenlammeren";"1999 september";46,7
"Schapenlammeren";"1999 oktober";41,3
"Schapenlammeren";"1999 november";44,7
"Schapenlammeren";"1999 december";54,6
"Schapenlammeren";"1999";544
"Schapenlammeren";"2000 januari";45,3
"Schapenlammeren";"2000 februari";44,7
"Schapenlammeren";"2000 maart";87,6
"Schapenlammeren";"2000 april";48,9
"Schapenlammeren";"2000 mei";54,4
"Schapenlammeren";"2000 juni";49,4
"Schapenlammeren";"2000 juli";38,3
"Schapenlammeren";"2000 augustus";44,9
"Schapenlammeren";"2000 september";43,4
"Schapenlammeren";"2000 oktober";48,3
"Schapenlammeren";"2000 november";53
"Schapenlammeren";"2000 december";49,1
"Schapenlammeren";"2000";607,3
"Schapenlammeren";"2001 januari";46
"Schapenlammeren";"2001 februari";37,8
"Schapenlammeren";"2001 maart";24,4
"Schapenlammeren";"2001 april";18,2
"Schapenlammeren";"2001 mei";63
"Schapenlammeren";"2001 juni";65,5
"Schapenlammeren";"2001 juli";68,9
"Schapenlammeren";"2001 augustus";73,8
"Schapenlammeren";"2001 september";71,9
"Schapenlammeren";"2001 oktober";77
"Schapenlammeren";"2001 november";79,9
"Schapenlammeren";"2001 december";63,3
"Schapenlammeren";"2001";689,7
"Schapenlammeren";"2002 januari";53,9
"Schapenlammeren";"2002 februari";74,5
"Schapenlammeren";"2002 maart";41,8
"Schapenlammeren";"2002 april";42,1
"Schapenlammeren";"2002 mei";48,4
"Schapenlammeren";"2002 juni";41,9
"Schapenlammeren";"2002 juli";42,4
"Schapenlammeren";"2002 augustus";41,4
"Schapenlammeren";"2002 september";43,3
"Schapenlammeren";"2002 oktober";46,3
"Schapenlammeren";"2002 november";40,4
"Schapenlammeren";"2002 december";42,7
"Schapenlammeren";"2002";559,1
"Schapenlammeren";"2003 januari";34,5
"Schapenlammeren";"2003 februari";68,9
"Schapenlammeren";"2003 maart";35,8
"Schapenlammeren";"2003 april";45,7
"Schapenlammeren";"2003 mei";47,2
"Schapenlammeren";"2003 juni";46
"Schapenlammeren";"2003 juli";37,7
"Schapenlammeren";"2003 augustus";38,3
"Schapenlammeren";"2003 september";42,8
"Schapenlammeren";"2003 oktober";47
"Schapenlammeren";"2003 november";36,1
"Schapenlammeren";"2003 december";39,5
"Schapenlammeren";"2003";519,5
"Schapenlammeren";"2004 januari";34,7
"Schapenlammeren";"2004 februari";68,5
"Schapenlammeren";"2004 maart";41,3
"Schapenlammeren";"2004 april";43,8
"Schapenlammeren";"2004 mei";40,2
"Schapenlammeren";"2004 juni";46,8
"Schapenlammeren";"2004 juli";34,2
"Schapenlammeren";"2004 augustus";41
"Schapenlammeren";"2004 september";40,8
"Schapenlammeren";"2004 oktober";42,3
"Schapenlammeren";"2004 november";40
"Schapenlammeren";"2004 december";38,5
"Schapenlammeren";"2004";512,1
"Schapenlammeren";"2005 januari";71,4
"Schapenlammeren";"2005 februari";29,3
"Schapenlammeren";"2005 maart";38,2
"Schapenlammeren";"2005 april";36,8
"Schapenlammeren";"2005 mei";44
"Schapenlammeren";"2005 juni";42,4
"Schapenlammeren";"2005 juli";33,5
"Schapenlammeren";"2005 augustus";42,8
"Schapenlammeren";"2005 september";43,6
"Schapenlammeren";"2005 oktober";45,7
"Schapenlammeren";"2005 november";39,1
"Schapenlammeren";"2005 december";36,2
"Schapenlammeren";"2005";503
"Schapenlammeren";"2006 januari";75,8
"Schapenlammeren";"2006 februari";40,4
"Schapenlammeren";"2006 maart";46,8
"Schapenlammeren";"2006 april";46,9
"Schapenlammeren";"2006 mei";53
"Schapenlammeren";"2006 juni";52,8
"Schapenlammeren";"2006 juli";40,2
"Schapenlammeren";"2006 augustus";46,8
"Schapenlammeren";"2006 september";47
"Schapenlammeren";"2006 oktober";53,2
"Schapenlammeren";"2006 november";41,1
"Schapenlammeren";"2006 december";41,5
"Schapenlammeren";"2006";585,5
"Schapenlammeren";"2007 januari";81,3
"Schapenlammeren";"2007 februari";43,7
"Schapenlammeren";"2007 maart";50
"Schapenlammeren";"2007 april";50
"Schapenlammeren";"2007 mei";55,8
"Schapenlammeren";"2007 juni";54
"Schapenlammeren";"2007 juli";43,5
"Schapenlammeren";"2007 augustus";50,1
"Schapenlammeren";"2007 september";49,1
"Schapenlammeren";"2007 oktober";55,9
"Schapenlammeren";"2007 november";43,6
"Schapenlammeren";"2007 december";43,7
"Schapenlammeren";"2007";620,7
"Schapenlammeren";"2008 januari";41,2
"Schapenlammeren";"2008 februari";38,1
"Schapenlammeren";"2008 maart";47,8
"Schapenlammeren";"2008 april";48,1
"Schapenlammeren";"2008 mei";48
"Schapenlammeren";"2008 juni";50,1
"Schapenlammeren";"2008 juli";50,9
"Schapenlammeren";"2008 augustus";48,9
"Schapenlammeren";"2008 september";56,6
"Schapenlammeren";"2008 oktober";46,1
"Schapenlammeren";"2008 november";41,8
"Schapenlammeren";"2008 december";96,7
"Schapenlammeren";"2008";614,3
"Schapenlammeren";"2009 januari";40,5
"Schapenlammeren";"2009 februari";41,4
"Schapenlammeren";"2009 maart";46,4
"Schapenlammeren";"2009 april";56
"Schapenlammeren";"2009 mei";45,6
"Schapenlammeren";"2009 juni";53,2
