"Slachtdieren";"Perioden";"Aantal slachtingen (x 1 000)"
"Vleeskuikens";"1997 december";
"Vleeskuikens";"1997";
"Vleeskuikens";"1998 januari";
"Vleeskuikens";"1998 februari";
"Vleeskuikens";"1998 maart";
"Vleeskuikens";"1998 april";
"Vleeskuikens";"1998 mei";
"Vleeskuikens";"1998 juni";
"Vleeskuikens";"1998 juli";
"Vleeskuikens";"1998 augustus";
"Vleeskuikens";"1998 september";
"Vleeskuikens";"1998 oktober";
"Vleeskuikens";"1998 november";
"Vleeskuikens";"1998 december";
"Vleeskuikens";"1998";
"Vleeskuikens";"1999 januari";
"Vleeskuikens";"1999 februari";
"Vleeskuikens";"1999 maart";
"Vleeskuikens";"1999 april";
"Vleeskuikens";"1999 mei";
"Vleeskuikens";"1999 juni";
"Vleeskuikens";"1999 juli";
"Vleeskuikens";"1999 augustus";
"Vleeskuikens";"1999 september";
"Vleeskuikens";"1999 oktober";
"Vleeskuikens";"1999 november";
"Vleeskuikens";"1999 december";
"Vleeskuikens";"1999";
"Vleeskuikens";"2000 januari";
"Vleeskuikens";"2000 februari";
"Vleeskuikens";"2000 maart";
"Vleeskuikens";"2000 april";
"Vleeskuikens";"2000 mei";
"Vleeskuikens";"2000 juni";
"Vleeskuikens";"2000 juli";
"Vleeskuikens";"2000 augustus";
"Vleeskuikens";"2000 september";
"Vleeskuikens";"2000 oktober";
"Vleeskuikens";"2000 november";
"Vleeskuikens";"2000 december";
"Vleeskuikens";"2000";
"Vleeskuikens";"2001 januari";50352,4
"Vleeskuikens";"2001 februari";35291
"Vleeskuikens";"2001 maart";37961,6
"Vleeskuikens";"2001 april";37439,6
"Vleeskuikens";"2001 mei";43736,8
"Vleeskuikens";"2001 juni";37594,7
"Vleeskuikens";"2001 juli";40491,9
"Vleeskuikens";"2001 augustus";40157,9
"Vleeskuikens";"2001 september";36366,4
"Vleeskuikens";"2001 oktober";45033,6
"Vleeskuikens";"2001 november";42973,4
"Vleeskuikens";"2001 december";38568,8
"Vleeskuikens";"2001";485968,1
"Vleeskuikens";"2002 januari";40861,8
"Vleeskuikens";"2002 februari";34250
"Vleeskuikens";"2002 maart";38915,5
"Vleeskuikens";"2002 april";39642,4
"Vleeskuikens";"2002 mei";40275,9
"Vleeskuikens";"2002 juni";35518,7
"Vleeskuikens";"2002 juli";40769,7
"Vleeskuikens";"2002 augustus";38477,9
"Vleeskuikens";"2002 september";36987,3
"Vleeskuikens";"2002 oktober";40682,5
"Vleeskuikens";"2002 november";38612,9
"Vleeskuikens";"2002 december";38327,6
"Vleeskuikens";"2002";463322,2
"Vleeskuikens";"2003 januari";41114
"Vleeskuikens";"2003 februari";36228
"Vleeskuikens";"2003 maart";28062,8
"Vleeskuikens";"2003 april";27577,7
"Vleeskuikens";"2003 mei";20304,1
"Vleeskuikens";"2003 juni";21142,3
"Vleeskuikens";"2003 juli";22105,2
"Vleeskuikens";"2003 augustus";27452,4
"Vleeskuikens";"2003 september";32777,8
"Vleeskuikens";"2003 oktober";37130,7
"Vleeskuikens";"2003 november";31393,2
"Vleeskuikens";"2003 december";33811,3
"Vleeskuikens";"2003";359099,5
"Vleeskuikens";"2004 januari";30785,4
"Vleeskuikens";"2004 februari";29091,7
"Vleeskuikens";"2004 maart";35279
"Vleeskuikens";"2004 april";33411,1
"Vleeskuikens";"2004 mei";30920
"Vleeskuikens";"2004 juni";34395,6
"Vleeskuikens";"2004 juli";32963,2
"Vleeskuikens";"2004 augustus";33279,8
"Vleeskuikens";"2004 september";33661,3
"Vleeskuikens";"2004 oktober";30915,9
"Vleeskuikens";"2004 november";36202,9
"Vleeskuikens";"2004 december";36140,4
"Vleeskuikens";"2004";397046,3
"Vleeskuikens";"2005 januari";27714,5
"Vleeskuikens";"2005 februari";31502,4
"Vleeskuikens";"2005 maart";34968,6
"Vleeskuikens";"2005 april";33852,7
"Vleeskuikens";"2005 mei";34146,9
"Vleeskuikens";"2005 juni";32803,3
"Vleeskuikens";"2005 juli";33213,7
"Vleeskuikens";"2005 augustus";36921,7
"Vleeskuikens";"2005 september";34073,4
"Vleeskuikens";"2005 oktober";33740,9
"Vleeskuikens";"2005 november";33390,2
"Vleeskuikens";"2005 december";35595,1
"Vleeskuikens";"2005";401923,4
"Vleeskuikens";"2006 januari";33953,2
"Vleeskuikens";"2006 februari";30288,9
"Vleeskuikens";"2006 maart";34995,1
"Vleeskuikens";"2006 april";30003,7
"Vleeskuikens";"2006 mei";33322,9
"Vleeskuikens";"2006 juni";31370,7
"Vleeskuikens";"2006 juli";31632,8
"Vleeskuikens";"2006 augustus";34309
"Vleeskuikens";"2006 september";33482,7
"Vleeskuikens";"2006 oktober";34100,3
"Vleeskuikens";"2006 november";33644,2
"Vleeskuikens";"2006 december";30642,6
"Vleeskuikens";"2006";391746,1
"Vleeskuikens";"2007 januari";36027,3
"Vleeskuikens";"2007 februari";32812,9
"Vleeskuikens";"2007 maart";35522,1
"Vleeskuikens";"2007 april";33156,4
"Vleeskuikens";"2007 mei";38160,6
"Vleeskuikens";"2007 juni";36464,1
"Vleeskuikens";"2007 juli";35734,7
"Vleeskuikens";"2007 augustus";37212
"Vleeskuikens";"2007 september";33423,7
"Vleeskuikens";"2007 oktober";49795,5
"Vleeskuikens";"2007 november";57342,1
"Vleeskuikens";"2007 december";33569,9
"Vleeskuikens";"2007";459221,3
"Vleeskuikens";"2008 januari";39034,2
"Vleeskuikens";"2008 februari";35435,8
"Vleeskuikens";"2008 maart";36101,5
"Vleeskuikens";"2008 april";38369,3
"Vleeskuikens";"2008 mei";37721
"Vleeskuikens";"2008 juni";36861,1
"Vleeskuikens";"2008 juli";39594,3
"Vleeskuikens";"2008 augustus";36073,6
"Vleeskuikens";"2008 september";38972,1
"Vleeskuikens";"2008 oktober";39797,8
"Vleeskuikens";"2008 november";36202,9
"Vleeskuikens";"2008 december";37381,5
"Vleeskuikens";"2008";451545,1
"Vleeskuikens";"2009 januari";37585,7
"Vleeskuikens";"2009 februari";34009,6
"Vleeskuikens";"2009 maart";39215
"Vleeskuikens";"2009 april";37741,3
"Vleeskuikens";"2009 mei";39388,6
"Vleeskuikens";"2009 juni";39357,3
"Vleeskuikens";"2009 juli";40002,8
"Vleeskuikens";"2009 augustus";36311,1
"Vleeskuikens";"2009 september";39498,4
"Vleeskuikens";"2009 oktober";39836,6
"Vleeskuikens";"2009 november";38264,3
"Vleeskuikens";"2009 december";37523,8
"Vleeskuikens";"2009";458734,5
"Vleeskuikens";"2010 januari";35322,1
"Vleeskuikens";"2010 februari";34435,6
"Vleeskuikens";"2010 maart";40910,3
"Vleeskuikens";"2010 april";37120,9
"Vleeskuikens";"2010 mei";37441,4
"Vleeskuikens";"2010 juni";40649
"Vleeskuikens";"2010 juli";39452,3
"Vleeskuikens";"2010 augustus";39290,8
"Vleeskuikens";"2010 september";39980,6
"Vleeskuikens";"2010 oktober";38409,2
"Vleeskuikens";"2010 november";40150,2
"Vleeskuikens";"2010 december";41569,6
"Vleeskuikens";"2010";464732
"Vleeskuikens";"2011 januari";37394,5
"Vleeskuikens";"2011 februari";35950,6
"Vleeskuikens";"2011 maart";42225
"Vleeskuikens";"2011 april";38132
"Vleeskuikens";"2011 mei";43453,9
"Vleeskuikens";"2011 juni";39950
"Vleeskuikens";"2011 juli";40840,1
"Vleeskuikens";"2011 augustus";43246,9
"Vleeskuikens";"2011 september";42072,2
"Vleeskuikens";"2011 oktober";41509,3
"Vleeskuikens";"2011 november";43921,5
"Vleeskuikens";"2011 december";41717,2
"Vleeskuikens";"2011";490413,2
"Vleeskuikens";"2012 januari";42593,5
"Vleeskuikens";"2012 februari";40659,2
"Vleeskuikens";"2012 maart";43855,8
"Vleeskuikens";"2012 april";40257,4
"Vleeskuikens";"2012 mei";45603,9
"Vleeskuikens";"2012 juni";43193
"Vleeskuikens";"2012 juli";44778,2
"Vleeskuikens";"2012 augustus";45122,7
"Vleeskuikens";"2012 september";41754,3
"Vleeskuikens";"2012 oktober";48013
"Vleeskuikens";"2012 november";45235,1
"Vleeskuikens";"2012 december";39496,4
"Vleeskuikens";"2012";520562,4
"Vleeskuikens";"2013 januari";44717,4
"Vleeskuikens";"2013 februari";38763,4
"Vleeskuikens";"2013 maart";45146,7
"Vleeskuikens";"2013 april";42333,1
"Vleeskuikens";"2013 mei";46680,4
"Vleeskuikens";"2013 juni";41904,9
"Vleeskuikens";"2013 juli";47143,1
"Vleeskuikens";"2013 augustus";45490,4
"Vleeskuikens";"2013 september";45170,7
"Vleeskuikens";"2013 oktober";50359
"Vleeskuikens";"2013 november";45253,5
"Vleeskuikens";"2013 december";43309,6
"Vleeskuikens";"2013";536272,1
"Vleeskuikens";"2014 januari";48305,2
"Vleeskuikens";"2014 februari";41977,4
"Vleeskuikens";"2014 maart";45344,4
"Vleeskuikens";"2014 april";46143
"Vleeskuikens";"2014 mei";48585,2
"Vleeskuikens";"2014 juni";46296
"Vleeskuikens";"2014 juli";48989,6
"Vleeskuikens";"2014 augustus";45228,6
"Vleeskuikens";"2014 september";49198,2
"Vleeskuikens";"2014 oktober";50915,8
"Vleeskuikens";"2014 november";39250
"Vleeskuikens";"2014 december";47095,3
"Vleeskuikens";"2014";557328,6
"Vleeskuikens";"2015 januari";45432,8
"Vleeskuikens";"2015 februari";42937,7
"Vleeskuikens";"2015 maart";48434,6
"Vleeskuikens";"2015 april";47149,9
"Vleeskuikens";"2015 mei";45536
"Vleeskuikens";"2015 juni";50891,6
"Vleeskuikens";"2015 juli";49712,5
"Vleeskuikens";"2015 augustus";47553,3
"Vleeskuikens";"2015 september";49156,6
"Vleeskuikens";"2015 oktober";50231,9
"Vleeskuikens";"2015 november";48042,4
"Vleeskuikens";"2015 december";49717,7
"Vleeskuikens";"2015";574797,1
"Vleeskuikens";"2016 januari";47630
"Vleeskuikens";"2016 februari";46150,6
"Vleeskuikens";"2016 maart";49666,2
"Vleeskuikens";"2016 april";51049,1
"Vleeskuikens";"2016 mei";50372,4
"Vleeskuikens";"2016 juni";51447,1
"Vleeskuikens";"2016 juli";49557,5
"Vleeskuikens";"2016 augustus";56211,7
"Vleeskuikens";"2016 september";53142
"Vleeskuikens";"2016 oktober";51214,7
"Vleeskuikens";"2016 november";53302,2
"Vleeskuikens";"2016 december";47534,2
"Vleeskuikens";"2016";607277,7
"Vleeskuikens";"2017 januari";48569,7
"Vleeskuikens";"2017 februari";44618,9
"Vleeskuikens";"2017 maart";49965,5
"Vleeskuikens";"2017 april";48296
"Vleeskuikens";"2017 mei";54069,7
"Vleeskuikens";"2017 juni";52348,9
"Vleeskuikens";"2017 juli";50858
"Vleeskuikens";"2017 augustus";53397,1
"Vleeskuikens";"2017 september";50381
"Vleeskuikens";"2017 oktober";52009,7
"Vleeskuikens";"2017 november";51998,7
"Vleeskuikens";"2017 december";47958,5
"Vleeskuikens";"2017";604471,6
"Vleeskuikens";"2018 januari";52670,6
"Vleeskuikens";"2018 februari";47452,2
"Vleeskuikens";"2018 maart";51817,3
"Vleeskuikens";"2018 april";49033,7
"Vleeskuikens";"2018 mei";52584,8
"Vleeskuikens";"2018 juni";49296,6
"Vleeskuikens";"2018 juli";50710,6
"Vleeskuikens";"2018 augustus";51438,9
"Vleeskuikens";"2018 september";47988,6
"Vleeskuikens";"2018 oktober";53843,2
"Vleeskuikens";"2018 november";51648,5
"Vleeskuikens";"2018 december";47002,8
"Vleeskuikens";"2018";605487,8
"Vleeskuikens";"2019 januari";52570,8
"Vleeskuikens";"2019 februari";46616,1
"Vleeskuikens";"2019 maart";49455
"Vleeskuikens";"2019 april";50135,5
"Vleeskuikens";"2019 mei";52063,5
"Vleeskuikens";"2019 juni";49322,4
"Vleeskuikens";"2019 juli";51964
"Vleeskuikens";"2019 augustus";50994,2
"Vleeskuikens";"2019 september";49923,9
"Vleeskuikens";"2019 oktober";54353,6
"Vleeskuikens";"2019 november";49925,3
"Vleeskuikens";"2019 december";47243,9
"Vleeskuikens";"2019";604568,3
"Vleeskuikens";"2020 januari";50999,1
"Vleeskuikens";"2020 februari";46694,1
"Vleeskuikens";"2020 maart";51107,7
"Vleeskuikens";"2020 april";49225,6
"Vleeskuikens";"2020 mei";48579,9
"Vleeskuikens";"2020 juni";48711,6
"Vleeskuikens";"2020 juli";50851,8
"Vleeskuikens";"2020 augustus";47767,8
"Vleeskuikens";"2020 september";50059,6
"Vleeskuikens";"2020 oktober";47786,9
"Vleeskuikens";"2020 november";44468,8
"Vleeskuikens";"2020 december";41625
"Vleeskuikens";"2020";577878
"Vleeskuikens";"2021 januari";38339,5
"Vleeskuikens";"2021 februari";37954,9
"Vleeskuikens";"2021 maart";43710,1
"Vleeskuikens";"2021 april";40950,7
"Vleeskuikens";"2021 mei";40370,7
"Vleeskuikens";"2021 juni";42908,2
"Vleeskuikens";"2021 juli";43458,9
"Vleeskuikens";"2021 augustus";43397,5
"Vleeskuikens";"2021 september";43424,5
"Vleeskuikens";"2021 oktober";41661,9
"Vleeskuikens";"2021 november";42299,8
"Vleeskuikens";"2021 december";42255,8
"Vleeskuikens";"2021";500732,5
"Vleeskuikens";"2022 januari*";40752,5
"Vleeskuikens";"2022 februari*";39483,2
"Vleeskuikens";"2022 maart*";43132,7
"Vleeskuikens";"2022 april*";41107,5
"Vleeskuikens";"2022 mei*";42708,8
"Vleeskuikens";"2022 juni*";42775
"Overige kippen";"1990 januari";
"Overige kippen";"1990 februari";
"Overige kippen";"1990 maart";
"Overige kippen";"1990 april";
"Overige kippen";"1990 mei";
"Overige kippen";"1990 juni";
"Overige kippen";"1990 juli";
"Overige kippen";"1990 augustus";
"Overige kippen";"1990 september";
"Overige kippen";"1990 oktober";
"Overige kippen";"1990 november";
"Overige kippen";"1990 december";
"Overige kippen";"1990";
"Overige kippen";"1991 januari";
"Overige kippen";"1991 februari";
"Overige kippen";"1991 maart";
"Overige kippen";"1991 april";
"Overige kippen";"1991 mei";
"Overige kippen";"1991 juni";
"Overige kippen";"1991 juli";
"Overige kippen";"1991 augustus";
"Overige kippen";"1991 september";
"Overige kippen";"1991 oktober";
"Overige kippen";"1991 november";
"Overige kippen";"1991 december";
"Overige kippen";"1991";
"Overige kippen";"1992 januari";
"Overige kippen";"1992 februari";
"Overige kippen";"1992 maart";
"Overige kippen";"1992 april";
"Overige kippen";"1992 mei";
"Overige kippen";"1992 juni";
"Overige kippen";"1992 juli";
"Overige kippen";"1992 augustus";
"Overige kippen";"1992 september";
"Overige kippen";"1992 oktober";
"Overige kippen";"1992 november";
"Overige kippen";"1992 december";
"Overige kippen";"1992";
"Overige kippen";"1993 januari";
"Overige kippen";"1993 februari";
"Overige kippen";"1993 maart";
"Overige kippen";"1993 april";
"Overige kippen";"1993 mei";
"Overige kippen";"1993 juni";
"Overige kippen";"1993 juli";
"Overige kippen";"1993 augustus";
"Overige kippen";"1993 september";
"Overige kippen";"1993 oktober";
"Overige kippen";"1993 november";
"Overige kippen";"1993 december";
"Overige kippen";"1993";
"Overige kippen";"1994 januari";
"Overige kippen";"1994 februari";
"Overige kippen";"1994 maart";
"Overige kippen";"1994 april";
"Overige kippen";"1994 mei";
"Overige kippen";"1994 juni";
"Overige kippen";"1994 juli";
"Overige kippen";"1994 augustus";
"Overige kippen";"1994 september";
"Overige kippen";"1994 oktober";
"Overige kippen";"1994 november";
"Overige kippen";"1994 december";
"Overige kippen";"1994";
"Overige kippen";"1995 januari";
"Overige kippen";"1995 februari";
"Overige kippen";"1995 maart";
"Overige kippen";"1995 april";
"Overige kippen";"1995 mei";
"Overige kippen";"1995 juni";
"Overige kippen";"1995 juli";
"Overige kippen";"1995 augustus";
"Overige kippen";"1995 september";
"Overige kippen";"1995 oktober";
"Overige kippen";"1995 november";
"Overige kippen";"1995 december";
"Overige kippen";"1995";
"Overige kippen";"1996 januari";
"Overige kippen";"1996 februari";
"Overige kippen";"1996 maart";
"Overige kippen";"1996 april";
"Overige kippen";"1996 mei";
"Overige kippen";"1996 juni";
"Overige kippen";"1996 juli";
"Overige kippen";"1996 augustus";
"Overige kippen";"1996 september";
"Overige kippen";"1996 oktober";
"Overige kippen";"1996 november";
"Overige kippen";"1996 december";
"Overige kippen";"1996";
"Overige kippen";"1997 januari";
"Overige kippen";"1997 februari";
"Overige kippen";"1997 maart";
"Overige kippen";"1997 april";
"Overige kippen";"1997 mei";
"Overige kippen";"1997 juni";
"Overige kippen";"1997 juli";
"Overige kippen";"1997 augustus";
"Overige kippen";"1997 september";
"Overige kippen";"1997 oktober";
"Overige kippen";"1997 november";
"Overige kippen";"1997 december";
"Overige kippen";"1997";
"Overige kippen";"1998 januari";
"Overige kippen";"1998 februari";
"Overige kippen";"1998 maart";
"Overige kippen";"1998 april";
"Overige kippen";"1998 mei";
"Overige kippen";"1998 juni";
"Overige kippen";"1998 juli";
"Overige kippen";"1998 augustus";
"Overige kippen";"1998 september";
"Overige kippen";"1998 oktober";
"Overige kippen";"1998 november";
"Overige kippen";"1998 december";
"Overige kippen";"1998";
"Overige kippen";"1999 januari";
"Overige kippen";"1999 februari";
"Overige kippen";"1999 maart";
"Overige kippen";"1999 april";
"Overige kippen";"1999 mei";
"Overige kippen";"1999 juni";
"Overige kippen";"1999 juli";
"Overige kippen";"1999 augustus";
"Overige kippen";"1999 september";
"Overige kippen";"1999 oktober";
"Overige kippen";"1999 november";
"Overige kippen";"1999 december";
"Overige kippen";"1999";
"Overige kippen";"2000 januari";
"Overige kippen";"2000 februari";
"Overige kippen";"2000 maart";
"Overige kippen";"2000 april";
"Overige kippen";"2000 mei";
"Overige kippen";"2000 juni";
"Overige kippen";"2000 juli";
"Overige kippen";"2000 augustus";
"Overige kippen";"2000 september";
"Overige kippen";"2000 oktober";
"Overige kippen";"2000 november";
"Overige kippen";"2000 december";
"Overige kippen";"2000";
"Overige kippen";"2001 januari";1399,9
"Overige kippen";"2001 februari";1179,9
"Overige kippen";"2001 maart";1329,9
"Overige kippen";"2001 april";1649,2
"Overige kippen";"2001 mei";1463,4
"Overige kippen";"2001 juni";1578,1
"Overige kippen";"2001 juli";1606,5
"Overige kippen";"2001 augustus";1459,2
"Overige kippen";"2001 september";1367,6
"Overige kippen";"2001 oktober";1597,7
"Overige kippen";"2001 november";1495,9
"Overige kippen";"2001 december";1477,2
"Overige kippen";"2001";17604,5
"Overige kippen";"2002 januari";1961,3
"Overige kippen";"2002 februari";1014,8
"Overige kippen";"2002 maart";1430,6
"Overige kippen";"2002 april";1469,4
"Overige kippen";"2002 mei";1552,9
"Overige kippen";"2002 juni";1079,9
"Overige kippen";"2002 juli";981
"Overige kippen";"2002 augustus";1009
"Overige kippen";"2002 september";1193,8
"Overige kippen";"2002 oktober";1363,6
"Overige kippen";"2002 november";1209,5
"Overige kippen";"2002 december";1066,7
"Overige kippen";"2002";15332,5
"Overige kippen";"2003 januari";1101,5
"Overige kippen";"2003 februari";993
"Overige kippen";"2003 maart";274,8
"Overige kippen";"2003 april";1079,2
"Overige kippen";"2003 mei";894,6
"Overige kippen";"2003 juni";835,1
"Overige kippen";"2003 juli";790,5
"Overige kippen";"2003 augustus";653,1
"Overige kippen";"2003 september";477,5
"Overige kippen";"2003 oktober";748,4
"Overige kippen";"2003 november";681,9
"Overige kippen";"2003 december";1119,2
"Overige kippen";"2003";9648,8
"Overige kippen";"2004 januari";1273,6
"Overige kippen";"2004 februari";771,5
"Overige kippen";"2004 maart";1472,3
"Overige kippen";"2004 april";1162,5
"Overige kippen";"2004 mei";1187,2
"Overige kippen";"2004 juni";979,2
"Overige kippen";"2004 juli";832,4
"Overige kippen";"2004 augustus";682,4
"Overige kippen";"2004 september";844
"Overige kippen";"2004 oktober";957,9
"Overige kippen";"2004 november";976,8
"Overige kippen";"2004 december";1009,9
"Overige kippen";"2004";12149,7
"Overige kippen";"2005 januari";1029,2
"Overige kippen";"2005 februari";920,5
"Overige kippen";"2005 maart";1017,2
"Overige kippen";"2005 april";1057,9
"Overige kippen";"2005 mei";1115,2
"Overige kippen";"2005 juni";1124,6
"Overige kippen";"2005 juli";1022
"Overige kippen";"2005 augustus";983,8
"Overige kippen";"2005 september";974,1
"Overige kippen";"2005 oktober";954,1
"Overige kippen";"2005 november";1033,4
"Overige kippen";"2005 december";1245,1
"Overige kippen";"2005";12477,1
"Overige kippen";"2006 januari";1091,8
"Overige kippen";"2006 februari";908,1
"Overige kippen";"2006 maart";1500,2
"Overige kippen";"2006 april";1086,3
"Overige kippen";"2006 mei";747,3
"Overige kippen";"2006 juni";1205,3
"Overige kippen";"2006 juli";1066,1
"Overige kippen";"2006 augustus";1043,6
"Overige kippen";"2006 september";1023,9
"Overige kippen";"2006 oktober";1111,5
"Overige kippen";"2006 november";1114,3
"Overige kippen";"2006 december";1111,9
"Overige kippen";"2006";13010,3
"Overige kippen";"2007 januari";1121,3
"Overige kippen";"2007 februari";927,8
"Overige kippen";"2007 maart";1052,4
"Overige kippen";"2007 april";1166,1
"Overige kippen";"2007 mei";1208,5
"Overige kippen";"2007 juni";1387,2
"Overige kippen";"2007 juli";1005,5
"Overige kippen";"2007 augustus";1098,8
"Overige kippen";"2007 september";871,8
"Overige kippen";"2007 oktober";1058,5
"Overige kippen";"2007 november";1257
"Overige kippen";"2007 december";998,3
"Overige kippen";"2007";13153,2
"Overige kippen";"2008 januari";1152,3
"Overige kippen";"2008 februari";982,4
"Overige kippen";"2008 maart";1137,6
"Overige kippen";"2008 april";1274,2
"Overige kippen";"2008 mei";1105,7
"Overige kippen";"2008 juni";1132,4
"Overige kippen";"2008 juli";1041,3
"Overige kippen";"2008 augustus";1100,1
"Overige kippen";"2008 september";1133,8
"Overige kippen";"2008 oktober";1330,1
"Overige kippen";"2008 november";1019,5
"Overige kippen";"2008 december";1163,6
"Overige kippen";"2008";13573
"Overige kippen";"2009 januari";1113
"Overige kippen";"2009 februari";1163,3
"Overige kippen";"2009 maart";1101,5
"Overige kippen";"2009 april";1099,3
"Overige kippen";"2009 mei";1061,1
"Overige kippen";"2009 juni";1179
"Overige kippen";"2009 juli";1014,3
"Overige kippen";"2009 augustus";1099,8
"Overige kippen";"2009 september";1172,8
"Overige kippen";"2009 oktober";1304
"Overige kippen";"2009 november";1103,1
"Overige kippen";"2009 december";1426,8
"Overige kippen";"2009";13838
"Overige kippen";"2010 januari";1123,3
"Overige kippen";"2010 februari";990,7
"Overige kippen";"2010 maart";1196,9
"Overige kippen";"2010 april";1181,5
"Overige kippen";"2010 mei";1074,4
"Overige kippen";"2010 juni";1264,8
"Overige kippen";"2010 juli";1220,4
"Overige kippen";"2010 augustus";1213,3
"Overige kippen";"2010 september";1156,2
"Overige kippen";"2010 oktober";1210,8
"Overige kippen";"2010 november";1375,1
"Overige kippen";"2010 december";1276,2
"Overige kippen";"2010";14283,6
"Overige kippen";"2011 januari";1203,4
"Overige kippen";"2011 februari";1098,7
"Overige kippen";"2011 maart";1295,7
"Overige kippen";"2011 april";1277,7
"Overige kippen";"2011 mei";1526,2
"Overige kippen";"2011 juni";1344,1
"Overige kippen";"2011 juli";1382,9
"Overige kippen";"2011 augustus";1041,2
"Overige kippen";"2011 september";1049,8
"Overige kippen";"2011 oktober";1280,9
"Overige kippen";"2011 november";1357,3
"Overige kippen";"2011 december";1361
"Overige kippen";"2011";15218,9
"Overige kippen";"2012 januari";1176,7
"Overige kippen";"2012 februari";1043,7
"Overige kippen";"2012 maart";1122,1
"Overige kippen";"2012 april";1204,9
"Overige kippen";"2012 mei";1366,5
"Overige kippen";"2012 juni";1093,6
"Overige kippen";"2012 juli";1380,3
"Overige kippen";"2012 augustus";1272,7
"Overige kippen";"2012 september";1207,4
"Overige kippen";"2012 oktober";1418,4
"Overige kippen";"2012 november";1282,3
"Overige kippen";"2012 december";1415
"Overige kippen";"2012";14983,6
"Overige kippen";"2013 januari";1374,5
"Overige kippen";"2013 februari";1064,1
"Overige kippen";"2013 maart";1577,2
"Overige kippen";"2013 april";1303,9
"Overige kippen";"2013 mei";1180,4
"Overige kippen";"2013 juni";1339,1
"Overige kippen";"2013 juli";1134,8
"Overige kippen";"2013 augustus";1148,7
"Overige kippen";"2013 september";1115
"Overige kippen";"2013 oktober";1534,7
"Overige kippen";"2013 november";1385,8
"Overige kippen";"2013 december";1455,2
"Overige kippen";"2013";15613,4
"Overige kippen";"2014 januari";1417,9
"Overige kippen";"2014 februari";1226,6
"Overige kippen";"2014 maart";1277
"Overige kippen";"2014 april";1664,2
"Overige kippen";"2014 mei";1646,9
"Overige kippen";"2014 juni";1488,2
"Overige kippen";"2014 juli";1530
"Overige kippen";"2014 augustus";1226,3
"Overige kippen";"2014 september";1489,4
"Overige kippen";"2014 oktober";1475,9
"Overige kippen";"2014 november";929
"Overige kippen";"2014 december";1624,5
"Overige kippen";"2014";16995,8
"Overige kippen";"2015 januari";1314,4
"Overige kippen";"2015 februari";1385,7
"Overige kippen";"2015 maart";1529,5
"Overige kippen";"2015 april";1577,7
"Overige kippen";"2015 mei";1438,7
"Overige kippen";"2015 juni";1440,8
"Overige kippen";"2015 juli";1298,6
"Overige kippen";"2015 augustus";1298,1
"Overige kippen";"2015 september";1463,8
"Overige kippen";"2015 oktober";1582,6
"Overige kippen";"2015 november";1432,5
"Overige kippen";"2015 december";1586,5
"Overige kippen";"2015";17348,9
"Overige kippen";"2016 januari";1395,4
"Overige kippen";"2016 februari";1249,9
"Overige kippen";"2016 maart";1557,3
"Overige kippen";"2016 april";1466
"Overige kippen";"2016 mei";1529,8
"Overige kippen";"2016 juni";1696,7
"Overige kippen";"2016 juli";1440,4
"Overige kippen";"2016 augustus";1269,7
"Overige kippen";"2016 september";1311
"Overige kippen";"2016 oktober";1418,3
"Overige kippen";"2016 november";1238,9
"Overige kippen";"2016 december";1625,1
"Overige kippen";"2016";17198,5
"Overige kippen";"2017 januari";1479,9
"Overige kippen";"2017 februari";1386,4
"Overige kippen";"2017 maart";1478,2
"Overige kippen";"2017 april";1346,2
"Overige kippen";"2017 mei";1600,4
"Overige kippen";"2017 juni";1582,9
"Overige kippen";"2017 juli";1465,9
"Overige kippen";"2017 augustus";1369,8
"Overige kippen";"2017 september";1247
"Overige kippen";"2017 oktober";1583,6
"Overige kippen";"2017 november";1277,8
"Overige kippen";"2017 december";1363,2
"Overige kippen";"2017";17181,1
"Overige kippen";"2018 januari";1502,3
"Overige kippen";"2018 februari";1305,1
"Overige kippen";"2018 maart";1338,8
"Overige kippen";"2018 april";1458,4
"Overige kippen";"2018 mei";1724
"Overige kippen";"2018 juni";1724,7
"Overige kippen";"2018 juli";1610,6
"Overige kippen";"2018 augustus";1509,1
"Overige kippen";"2018 september";1295,2
"Overige kippen";"2018 oktober";1498,3
"Overige kippen";"2018 november";1512,5
"Overige kippen";"2018 december";1472,7
"Overige kippen";"2018";17951,7
"Overige kippen";"2019 januari";1620,5
"Overige kippen";"2019 februari";1280,4
"Overige kippen";"2019 maart";1307,8
"Overige kippen";"2019 april";1636,4
"Overige kippen";"2019 mei";1585,1
"Overige kippen";"2019 juni";1715,7
"Overige kippen";"2019 juli";1689,5
"Overige kippen";"2019 augustus";1352,9
"Overige kippen";"2019 september";1403,4
"Overige kippen";"2019 oktober";1558,2
"Overige kippen";"2019 november";1404,2
"Overige kippen";"2019 december";1502
"Overige kippen";"2019";18056,1
"Overige kippen";"2020 januari";1523,1
"Overige kippen";"2020 februari";1273,9
"Overige kippen";"2020 maart";1643,7
"Overige kippen";"2020 april";1812,7
"Overige kippen";"2020 mei";1688,1
"Overige kippen";"2020 juni";1637,9
"Overige kippen";"2020 juli";1712,1
"Overige kippen";"2020 augustus";1364,7
"Overige kippen";"2020 september";1618,3
"Overige kippen";"2020 oktober";1779,4
"Overige kippen";"2020 november";1866,4
"Overige kippen";"2020 december";1731,1
"Overige kippen";"2020";19651,5
